Line Num	Original ID	File	ARO	ARO:number	Synonim	Drug class	Note
							
3629	3417251|CAA12346.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	espA			
							
3647	282950079|CBG89712.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	espA			
							
3656	6687466|CAB64953.1|1|1|stxA2f|stxA2f||1|STX2F|STX2|Shiga_toxin_Stx2f_subunit_A	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	stxA2f			
							
3709	147096|AAA24293.1|1|1|papG-II|papG-II||1|||P_fimbria_tip_G-adhesin_PapG-II	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	papG-II			
							
3756	143192|AAA83978.1|1|1|merB1|merB1||1|ORGANOMERCURY|MERCURY|organomercurial_lyase_MerB1	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	merB1			
							
3808	148750667|ABR09934.1|1|1|stxA2c|stxA2c||1|STX2C|STX2|Shiga_toxin_Stx2c_subunit_A	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	stxA2c			
							
3815	374343133|BAL46941.1|1|1|epsilon-2|epsilon-2||1|EPSILON|INTIMIN|intimin_type_epsilon	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	epsilon-2			
							
3872	1212330125|ASF80771.1|1|1|LHR_hsp20B|LHR_hsp20B||1|||small_heat_shock_protein_sHSP20-GI	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	LHR_hsp20B			
							
3883	295060061|ADF64798.1|1|1|ncrC|ncrC||1|COPPER/NICKEL|COPPER/NICKEL|Ni(II)/Co(II)_efflux_transporter_permease_subunit_NcrC	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ncrC			
							
3890	21636536|AAM70045.1|1|1|stxA2a|stxA2a||1|STX2A|STX2|Shiga_toxin_Stx2a_subunit_A	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	stxA2a			
							
3913	139003804|BAF52365.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
3972	545581792|AGW33874.1|1|1|lukS-PV|lukS-PV||1|||Panton-Valentine_bi-component_leukocidin_subunit_S	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	lukS-PV			
							
3993	29896770|AAP10048.1|1|1|hblC|hblC||1|||hemolytic_enterotoxin_HBL_lytic_component_L2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	hblC			
							
4015	222708713|ACM67158.1|1|1|epsilon-6|epsilon-6||1|EPSILON|INTIMIN|intimin_type_epsilon	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	epsilon-6			
							
4040	222708719|ACM67161.1|1|1|beta-2|beta-2||1|BETA|INTIMIN|intimin_type_beta	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	beta-2			
							
4146	755408432|AJJ21446.1|1|1|yopM|yopM||1|||type_III_secretion_system_effector_YopM	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	yopM			
							
4174	1433476833|RCV70079.1|1|1|lukE|lukE||1|||bi-component_leukocidin_LukED_subunit_E	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	lukE			
							
4196	1764164|AAC44731.1|1|1|espC|espC||1|||serine_protease_autotransporter_toxin_EspC	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	espC			
							
4283	124106636|BAF45440.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
4303	22003413|AAM88668.1|1|1|cueA|cueA||1|COPPER|COPPER|copper_resistance_metal-translocating_P1-type_ATPase_CueA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	cueA			
							
4326	4324356|AAD16833.1|1|1|virF_Yersin|virF_Yersin||1|||virulence_regulon_transcriptional_activator_VirF	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	virF_Yersin			
							
4345	222708703|ACM67153.1|1|1|lambda-2|lambda-2||1|LAMBDA|INTIMIN|intimin_type_lambda	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	lambda-2			
							
4355	760237696|AJP10335.1|1|1|tcdR|tcdR||1|||glycosylating_toxin_sigma_factor_TcdR	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	tcdR			
							
4366	325048858|BAJ79293.1|1|1|aafA|aafA||1|||aggregative_adherence_fimbria_II_major_subunit_AafA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	aafA			
							
4393	124106650|BAF45447.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
4396	374343609|BAL47179.1|1|1|epsilon-2|epsilon-2||1|EPSILON|INTIMIN|intimin_type_epsilon	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	epsilon-2			
							
4454	0|WP_054364452.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X12	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
4463	94480755|CAK02719.1|1|1|cnf1|cnf1||1|||cytotoxic_necrotizing_factor_CNF1	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	cnf1			
							
4465	146150132|ABQ02454.1|1|1|rho-1|rho-1||1|RHO|INTIMIN|intimin_type_rho	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	rho-1			
							
4499	53850832|AAU95470.1|1|1|nleB|nleB||1|||type_III_secretion_system_effector_arginine_glycosyltransferase_NleB	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	nleB			
							
4562	13774144|BAB43874.1|1|1|cadD|cadD||1|CADMIUM|CADMIUM|cadmium_resistance_transporter_CadD	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	cadD			
							
4566	535625057|EQX61716.1|1|1|aggA|aggA||1|||aggregative_adherence_fimbria_I_major_subunit_AggA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	aggA			
							
4580	57434439|CAI43856.1|1|1|espF|espF||1|||type_III_secretion_system_LEE_effector_EspF	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	espF			
							
4586	374343131|BAL46940.1|1|1|alpha|alpha||1|ALPHA|INTIMIN|intimin_type_alpha	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	alpha			
							
4604	18147064|BAB83020.1|1|1|stxA2g|stxA2g||1|STX2G|STX2|Shiga_toxin_Stx2g_subunit_A	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	stxA2g			
							
4661	332312691|EGJ25786.1|1|1|arsB_Lm|arsB_Lm||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_membrane_subunit_ArsB	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	arsB_Lm			
							
4720	374343603|BAL47176.1|1|1|rho-2|rho-2||1|YPSILON|INTIMIN|intimin_type_ypsilon	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	rho-2			
							
4764	26107524|AAN79707.1|1|1|iroN|iroN||1|||siderophore_salmochelin_receptor_IroN	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	iroN			
							
4792	164457634|BAF96541.1|1|1|nleA|nleA||1|||type_III_secretion_system_effector_NleA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	nleA			
							
4814	218349792|CAQ87187.1|1|1|iroN|iroN||1|||siderophore_salmochelin_receptor_IroN	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	iroN			
							
4835	0|WP_050208712.1|1|1|pbp1a|pbp1a|susceptible|2|||penicillin-binding_protein_PBP1A12	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
4850	4335912|AAD17513.1|1|1|f17g|f17g||1|||F17G_fimbrial_adhesin	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	f17g			
							
4863	0|WP_000872275.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X3	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
4981	2159997|BAA20336.1|1|1|MerP_Gneg|MerP_Gneg||1|MERCURY|MERCURY|mercury_resistance_system_periplasmic_binding_protein_MerP	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	MerP_Gneg			
							
5012	0|WP_000872270.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X4	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
5050	42529|CAA43558.1|1|1|papG-III|papG-III||1|||P_fimbria_tip_G-adhesin_PapG-III	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	papG-III			
							
5058	222708689|ACM67146.1|1|1|alpha-2|alpha-2||1|ALPHA|INTIMIN|intimin_type_alpha	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	alpha-2			
							
5067	62085734|AAX63259.1|1|1|fedF|fedF||1|||F18_fimbrial_adhesin_subunit_FedF	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	fedF			
							
5103	531400|AAA57454.1|1|1|aggA|aggA||1|||aggregative_adherence_fimbria_I_major_subunit_AggA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	aggA			
							
5114	332312684|EGJ25779.1|1|1|arsD_like|arsD_like||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_metallochaperone_ArsD-related_protein	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	arsD_like			
							
5139	86753172|ABD14714.1|1|1|cesD|cesD||1|||cereulide_export_ABC_transporter_permease_subunit_CesD	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	cesD			
							
5156	284924615|CBG27798.1|1|1|aafD|aafD||1|||aggregative_adherence_fimbria_II_chaperone_AafD	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	aafD			
							
5203	155346|AAA27589.1|1|1|arsC_thio|arsC_thio||1|ARSENATE|ARSENIC|thioredoxin-dependent_arsenate_reductase	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	arsC_thio			
							
5247	812239686|CNC65351.1|1|1|yadA|yadA||1|||trimeric_autotransporter_adhesin_YadA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	yadA			
							
5342	192758587|ACF05260.1|1|1|agg4A|agg4A||1|||aggregative_adherence_fimbria_4_major_subunit_Agg4A/HdaA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	agg4A			
							
5346	139003810|BAF52366.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
5356	224612960|CAQ77251.1|1|1|hlyA-alpha|hlyA-alpha||1|||RTX_toxin_hemolysin_HlyA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	hlyA-alpha			
							
5359	52854784|AAU88264.1|1|1|cdtB|cdtB||1|||cytolethal_distending_toxin_nuclease_subunit_CdtB	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ctdB			
							
5413	222708731|ACM67167.1|1|1|epsilon-6|epsilon-6||1|EPSILON|INTIMIN|intimin_type_epsilon	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	epsilon-6			
							
5468	139002755|BAF52033.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
5516	50956507|AAT90756.1|1|1|tcbA|tcbA||1|||Tc_family_toxin_subunit_TcbA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	tcbA			
							
5517	0|WP_033707918.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X23	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
5526	157076729|ABV16438.1|1|1|eatA|eatA||1|||serine_protease_autotransporter_toxin_EatA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	eatA			
							
5538	18147067|BAB83022.1|1|1|stxA1c|stxA1c||1|STX1C|STX1|Shiga_toxin_Stx1c_subunit_A	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	stxA1c			
							
5591	844574223|AKN09807.1|1|1|yopJ_gen|yopJ_gen||1|||YopJ/YopP_family_T3SS_effector_serine/threonine_acetyltransferase	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	yopJ_gen			
							
5663	0|NDR16747.1|1|1|sel28|sel28||1|||staphylococcal_enterotoxin_type_28	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	sel28			
							
5689	492333575|WP_005812825.1|1|1|nimJ|nimJ|nitroimidazole_reductase|2|NITROIMIDAZOLE|NITROIMIDAZOLE|nitroimidazole_resistance_protein_NimJ	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ARO:3007112	nimJ	nitroimidazole	https://card.mcmaster.ca/ontology/45682
							
5696	1159362952|OPH66324.1|1|1|lpfA1|lpfA1||1|||long_polar_fimbria_major_subunit_LpfA1	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	LpfA1			
							
5728	3372542|AAC78590.1|1|1|sej|sej||1|||staphylococcal_enterotoxin_type_J	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	sej			
							
5773	196475602|ACG76368.1|1|1|arsP|arsP||1|ORGANOARSENIC|ARSENIC|organoarsenical_efflux_permease_ArsP	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	arsP			
							
5782	139003812|BAF52367.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
5803	2765303|CAA73667.1|1|1|lukE|lukE||1|||bi-component_leukocidin_LukED_subunit_E	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	lukE			
							
5823	170518859|ACB17037.1|1|1|air|air||1|||inverse_autotransporter_adhesin_EaeX/Air	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	air			
							
5838	13310561|AAK18385.1|1|1|sepA|sepA||1|||serine_protease_autotransporter_toxin_SepA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	sepA			
							
5845	2765304|CAA73668.1|1|1|lukD|lukD||1|||bi-component_leukocidin_LukED_subunit_D	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	lukD			
							
5867	414655|CAA51960.1|1|1|ibp|ibp||1|||ADP-ribosylating_binary_toxin_iota_binding_subunit_Ib	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ibp			
							
5932	81240477|ABB61187.1|1|1|iroN|iroN||1|||siderophore_salmochelin_receptor_IroN	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	iroN			
							
5933	16419559|AAL19978.1|1|1|sodC1|sodC1||1|||superoxide_dismutase_[Cu-Zn]_SodC1	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	sodC1			
							
6004	18462537|AAL72309.1|1|1|sepA|sepA||1|||serine_protease_autotransporter_toxin_SepA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	sepA			
							
6023	356484913|AET12008.1|1|1|nleA|nleA||1|||type_III_secretion_system_effector_NleA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	nleA			
							
6024	254939479|BAH86759.1|1|1|stxA2f|stxA2f||1|STX2F|STX2|Shiga_toxin_Stx2f_subunit_A	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	stxA2f			
							
6037	2865304|AAC38396.1|1|1|espB|espB||1|||type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	espB			
							
6042	674651835|CDY80020.1|1|1|LHR_hsp20A|LHR_hsp20A||1|||small_heat_shock_protein_sHSP20	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	LHR_hsp20A			
							
6045	238549598|BAH65949.1|1|1|iroN|iroN||1|||siderophore_salmochelin_receptor_IroN	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	iroN			
							
6060	218428762|CAR09703.2|1|1|ireA|ireA||1|||TonB-dependent_siderophore_receptor_IreA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ireA			
							
6062	150729|AAA25638.1|1|1|arsC_thio|arsC_thio||1|ARSENATE|ARSENIC|thioredoxin-dependent_arsenate_reductase	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	arsC_thio			
							
6078	13701623|BAB42916.1|1|1|seo|seo||1|||staphylococcal_enterotoxin_type_O	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	seo			
							
6102	85676543|BAE77793.1|1|1|arsR_K-12|arsR_K-12||1|ARSENIC|ARSENIC|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	arsR_K-12			
							
6106	356484840|AET11941.1|1|1|nleA|nleA||1|||type_III_secretion_system_effector_NleA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	nleA			
							
6108	991872253|AMG40538.1|1|1|sel|sel||1|||staphylococcal_enterotoxin_type_L	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	sel			
							
6125	51949833|AAU14850.1|1|1|cpb2|cpb2||1|||beta-2_toxin_CPB2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	cpb2			
							
6142	438189|CAA81047.1|1|1|mtrR|mtrR|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_system_transcriptional_repressor_MtrR	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ARO:3000817	mtrR	multi-drug	
							
6156	222708709|ACM67156.1|1|1|epsilon-8|epsilon-8||1|EPSILON|INTIMIN|intimin_type_epsilon	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	epsilon-8			
							
6165	390980685|AFM31243.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
6184	222708705|ACM67154.1|1|1|gamma-6|gamma-6||1|GAMMA|INTIMIN|intimin_type_gamma	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	gamma-6			
							
6275	3513658|AAC33908.1|1|1|merC|merC||1|ORGANOMERCURY|MERCURY|organomercurial_transporter_MerC	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	merC			
							
6285	215489836|CAS06721.1|1|1|alpha-6|alpha-6||1|ZETA|INTIMIN|intimin_type_zeta	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	alpha-6			
							
6308	139003779|BAF52358.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
6343	139003796|BAF52363.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
6360	371976459|EHO93748.1|1|1|aur|aur||1|||zinc_metalloproteinase_aureolysin	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	aur			
							
6441	0|WP_054370471.1|1|1|pbp1a|pbp1a|susceptible|2|||penicillin-binding_protein_PBP1A9	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
6453	1035517479|BAA82061.2|1|1|merB1|merB1||1|ORGANOMERCURY|MERCURY|organomercurial_lyase_MerB1	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	merB1			
							
6526	2947088|AAC38232.1|1|1|MerP_Gneg|MerP_Gneg||1|MERCURY|MERCURY|mercury_resistance_system_periplasmic_binding_protein_MerP	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	MerP_Gneg			
							
6571	124106634|BAF45439.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
6583	290430|AAA23736.1|1|1|f17g|f17g||1|||F17G_fimbrial_adhesin	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	f17g			
							
6616	472420551|EMS03085.1|1|1|aggA|aggA||1|||aggregative_adherence_fimbria_I_major_subunit_AggA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	aggA			
							
6676	663201|CAA54115.1|1|1|nfaE|nfaE||1|||Dr_family_non-fimbrial_adhesin_I_chaperone_NfaE	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	Nfae			
							
6748	38194523|AAR13270.1|1|1|iroN|iroN||1|||siderophore_salmochelin_receptor_IroN	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	iroN			
							
6750	871816|AAA69514.1|1|1|f17g|f17g||1|||F17G_fimbrial_adhesin	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	f17g			
							
6770	302333605|ADL23798.1|1|1|scn|scn||1|||complement_inhibitor_SCIN-A	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	scn			
							
6810	215489840|CAS06723.1|1|1|alpha-6|alpha-6||1|ZETA|INTIMIN|intimin_type_zeta	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	aplha-6			
							
6823	218434398|CAR15326.1|1|1|air|air||1|||inverse_autotransporter_adhesin_EaeX/Air	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	air			
							
6832	195957566|ACG59676.1|1|1|espA|espA||1|||type_III_secretion_system_LEE_translocon_filament_protein_EspA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	espA			
							
6909	221361465|CAX18635.1|1|1|espF|espF||1|||type_III_secretion_system_LEE_effector_EspF	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	espF			
							
6924	3095184|AAC26634.1|1|1|pet|pet||1|||serine_protease_autotransporter_toxin_Pet	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	pet			
							
6931	821787072|KLB41245.1|1|1|copL|copL||1|COPPER|COPPER|transcriptional_regulator_CopL	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	copL			
							
6939	253721162|ACT33471.1|1|1|f17g|f17g||1|||F17G_fimbrial_adhesin	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	f17g			
							
6956	6560606|AAF16682.1|1|1|srpR|srpR||1|EFFLUX|EFFLUX|solvent_efflux_transporter_antirepressor_SrpR	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	srpR			
							
6965	406780449|AFS59871.1|1|1|sepA|sepA||1|||serine_protease_autotransporter_toxin_SepA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	sepA			
							
6980	356484899|AET11995.1|1|1|nleA|nleA||1|||type_III_secretion_system_effector_NleA	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	NleA			
							
6987	139003851|BAF52377.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
6995	30043229|AAP18950.1|1|1|lpfA-O113|lpfA-O113||1|||long_polar_fimbria_major_subunit_LpfA-O113	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	LpfA-O113			
							
6996	374343515|BAL47132.1|1|1|epsilon-4|epsilon-4||1|EPSILON|INTIMIN|intimin_type_epsilon	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	epsilon-4			
							
7012	0|WP_050293540.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X27	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7072	0|WP_000872277.1|1|1|pbp2x|pbp2x|susceptible|2|||penicillin-binding_protein_PBP2X6	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	ARO:3003938 	ARG gene family	beta-lactam	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics (AMR gene family) https://card.mcmaster.ca/ontology/40661
							
7111	257759657|BAI31154.1|1|1|tccP2|tccP2||1|||Tir-cytoskeleton_coupling_protein_TccP2	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	TccP2			
							
7163	170521958|ACB20136.1|1|1|iha|iha||1|||bifunctional_siderophore_receptor/adhesin_Iha	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	iha			
							
7173	282948281|CBG87859.1|1|1|nleB|nleB||1|||type_III_secretion_system_effector_arginine_glycosyltransferase_NleB	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	nleB			
							
7221	222708701|ACM67152.1|1|1|beta-2|beta-2||1|BETA|INTIMIN|intimin_type_beta	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	beta-2			
							
7226	22759881|BAC10987.1|1|1|stxA1c|stxA1c||1|STX1C|STX1|Shiga_toxin_Stx1c_subunit_A	amrfinderplus_ncbi_both_ARO_mapping.tsv	nan	stxA1c			
							
